x,y,z
602,37,"639
"
603,33,"639
"
604,38,"639
"
605,24,"639
"
606,36,"639
"
607,31,"639
"
608,30,"639
"
609,30,"639
"
610,35,"639
"
611,33,"639
"
612,36,"639
"
613,25,"639
"
614,39,"639
"
615,31,"639
"
616,37,"639
"
617,29,"640
"
618,39,"640
"
619,34,"640
"
620,33,"640
"
621,31,"640
"
622,29,"640
"
623,36,"640
"
624,31,"640
"
625,38,"640
"
626,31,"640
"
627,37,"640
"
628,32,"640
"
629,25,"640
"
630,30,"640
"
631,37,"640
"
632,36,"640
"
633,29,"640
"
634,35,"640
"
635,28,"640
"
636,30,"640
"
637,37,"640
"
638,31,"640
"
639,35,"640
"
640,28,"640
"
641,33,"640
"
642,31,"640
"
643,35,"640
"
644,36,"640
"
645,32,"640
"
646,30,"640
"
647,35,"640
"
648,34,"641
"
649,29,"641
"
650,36,"641
"
651,27,"641
"
652,29,"641
"
653,36,"641
"
654,35,"641
"
655,29,"641
"
656,37,"641
"
657,34,"641
"
658,29,"641
"
659,30,"641
"
660,33,"641
"
661,35,"641
"
662,28,"641
"
663,33,"641
"
664,37,"641
"
665,25,"641
"
666,27,"641
"
667,39,"641
"
668,22,"641
"
669,32,"641
"
670,35,"641
"
671,26,"641
"
672,30,"641
"
673,35,"641
"
674,32,"641
"
675,39,"641
"
676,30,"641
"
677,38,"641
"
678,31,"641
"
679,37,"642
"
680,32,"642
"
681,34,"642
"
682,33,"642
"
683,32,"642
"
684,30,"642
"
685,30,"642
"
686,27,"642
"
687,30,"642
"
688,37,"642
"
689,35,"642
"
690,31,"642
"
691,33,"642
"
692,27,"642
"
693,36,"642
"
694,35,"642
"
695,36,"642
"
696,32,"642
"
697,32,"642
"
698,32,"642
"
699,35,"642
"
700,36,"642
"
701,29,"642
"
702,32,"642
"
703,32,"642
"
704,30,"642
"
705,31,"642
"
706,24,"642
"
707,35,"642
"
708,32,"642
"
709,34,"642
"
710,35,"643
"
711,26,"643
"
712,22,"643
"
713,27,"643
"
714,33,"643
"
715,29,"643
"
716,29,"643
"
717,33,"643
"
718,33,"643
"
719,35,"643
"
720,32,"643
"
721,30,"643
"
722,35,"643
"
723,26,"643
"
724,38,"643
"
725,36,"643
"
726,33,"643
"
727,31,"643
"
728,35,"643
"
729,34,"643
"
730,34,"643
"
731,35,"643
"
732,33,"643
"
733,33,"643
"
734,34,"643
"
735,32,"643
"
736,34,"643
"
737,30,"643
"
738,27,"643
"
739,35,"643
"
740,30,"643
"
741,32,"644
"
742,32,"644
"
743,26,"644
"
744,37,"644
"
745,35,"644
"
746,36,"644
"
747,30,"644
"
748,38,"644
"
749,36,"644
"
750,36,"644
"
751,33,"644
"
752,38,"644
"
753,33,"644
"
754,36,"644
"
755,33,"644
"
756,34,"644
"
757,33,"644
"
758,31,"644
"
759,37,"644
"
760,33,"644
"
761,37,"644
"
762,30,"644
"
763,36,"644
"
764,27,"644
"
765,38,"644
"
766,33,"644
"
767,33,"644
"
768,34,"644
"
769,33,"644
"
770,37,"644
"
771,32,"645
"
772,38,"645
"
773,34,"645
"
774,28,"645
"
775,37,"645
"
776,31,"645
"
777,36,"645
"
778,33,"645
"
779,33,"645
"
780,33,"645
"
781,33,"645
"
782,32,"645
"
783,29,"645
"
784,32,"645
"
785,37,"645
"
786,28,"645
"
787,28,"645
"
788,38,"645
"
789,34,"645
"
790,30,"645
"
791,39,"645
"
792,25,"645
"
793,37,"645
"
794,31,"645
"
795,32,"645
"
796,34,"645
"
797,38,"645
"
798,32,"645
"
799,35,"645
"
800,37,"645
"
801,36,"646
"
802,28,"646
"
803,37,"646
"
804,38,"646
"
805,34,"646
"
806,37,"646
"
807,33,"646
"
808,29,"646
"
809,36,"646
"
810,36,"646
"
811,29,"646
"
812,27,"646
"
813,37,"646
"
814,32,"646
"
815,39,"646
"
816,36,"646
"
817,30,"646
"
818,35,"646
"
819,33,"646
"
820,36,"646
"
821,36,"646
"
822,35,"646
"
823,36,"646
"
824,34,"646
"
825,28,"646
"
826,36,"646
"
827,36,"646
"
828,37,"646
"
829,32,"646
"
830,35,"647
"
831,30,"647
"
832,30,"647
"
833,26,"647
"
834,32,"647
"
835,25,"647
"
836,31,"647
"
837,26,"647
"
838,35,"647
"
839,38,"647
"
840,28,"647
"
841,29,"647
"
842,34,"647
"
843,37,"647
"
844,30,"647
"
845,34,"647
"
846,35,"647
"
847,37,"647
"
848,26,"647
"
849,30,"647
"
850,27,"647
"
851,35,"647
"
852,33,"647
"
853,34,"647
"
854,35,"647
"
855,33,"647
"
856,37,"647
"
857,35,"647
"
858,29,"647
"
859,36,"647
"
860,30,"647
"
861,32,"648
"
862,36,"648
"
863,32,"648
"
864,31,"648
"
865,30,"648
"
866,27,"648
"
867,36,"648
"
868,35,"648
"
869,26,"648
"
870,26,"648
"
871,31,"648
"
872,37,"648
"
873,28,"648
"
874,34,"648
"
875,32,"648
"
876,37,"648
"
877,36,"648
"
878,34,"648
"
879,35,"648
"
880,30,"648
"
881,34,"648
"
882,35,"648
"
883,33,"648
"
884,39,"648
"
885,33,"648
"
886,30,"648
"
887,36,"648
"
888,31,"648
"
889,37,"648
"
890,34,"648
"
891,33,"648
"
892,36,"649
"
893,31,"649
"
894,27,"649
"
895,35,"649
"
896,36,"649
"
897,30,"649
"
898,28,"649
"
899,28,"649
"
900,36,"649
"
901,37,"649
"
902,24,"649
"
903,30,"649
"
904,34,"649
"
905,36,"649
"
906,33,"649
"
907,32,"649
"
908,32,"649
"
909,27,"649
"
910,25,"649
"
911,39,"649
"
912,29,"649
"
913,32,"649
"
914,35,"649
"
915,27,"649
"
916,38,"649
"
917,33,"649
"
918,31,"649
"
919,33,"649
"
920,35,"649
"
921,26,"649
"
922,36,"649
"
923,33,"650
"
924,37,"650
"
925,33,"650
"
926,38,"650
"
927,33,"650
"
928,35,"650
"
929,32,"650
"
930,33,"650
"
931,33,"650
"
932,34,"650
"
933,34,"650
"
934,27,"650
"
935,35,"650
"
936,29,"650
"
937,34,"650
"
938,31,"650
"
939,32,"650
"
940,29,"650
"
941,38,"650
"
942,30,"650
"
943,28,"650
"
944,34,"650
"
945,39,"650
"
946,30,"650
"
947,37,"650
"
948,32,"650
"
949,32,"650
"
950,37,"650
"
951,32,"650
"
952,30,"650
"
953,37,"651
"
954,31,"651
"
955,35,"651
"
956,36,"651
"
957,33,"651
"
958,32,"651
"
959,37,"651
"
960,37,"651
"
961,31,"651
"
962,37,"651
"
963,35,"651
"
964,27,"651
"
965,32,"651
"
966,28,"651
"
967,33,"651
"
968,29,"651
"
969,34,"651
"
970,34,"651
"
971,25,"651
"
972,36,"651
"
973,26,"651
"
974,33,"651
"
975,31,"651
"
976,38,"651
"
977,30,"651
"
978,39,"651
"
979,30,"651
"
980,34,"651
"
981,39,"651
"
982,37,"651
"
983,30,"651
"
984,37,"652
"
985,31,"652
"
986,33,"652
"
987,33,"652
"
988,33,"652
"
989,33,"652
"
990,39,"652
"
991,27,"652
"
992,38,"652
"
993,33,"652
"
994,25,"652
"
995,36,"652
"
996,27,"652
"
997,33,"652
"
998,32,"652
"
999,26,"652
"
1000,32,"652
"
1001,32,"652
"
1002,34,"652
"
1003,35,"652
"
1004,34,"652
"
1005,34,"652
"
1006,36,"652
"
1007,29,"652
"
1008,32,"652
"
1009,31,"652
"
1010,37,"652
"
1011,33,"652
"
1012,35,"652
"
1013,37,"652
"
1014,33,"653
"
1015,27,"653
"
1016,26,"653
"
1017,36,"653
"
1018,30,"653
"
1019,36,"653
"
1020,36,"653
"
1021,28,"653
"
1022,30,"653
"
1023,35,"653
"
1024,25,"653
"
1025,38,"653
"
1026,37,"653
"
1027,30,"653
"
1028,35,"653
"
1029,36,"653
"
1030,31,"653
"
1031,35,"653
"
1032,33,"653
"
1033,29,"653
"
1034,38,"653
"
1035,24,"653
"
1036,30,"653
"
1037,37,"653
"
1038,28,"653
"
1039,22,"653
"
1040,23,"653
"
1041,39,"653
"
1042,28,"653
"
1043,39,"653
"
1044,41,"653
"
1045,30,"654
"
1046,37,"654
"
1047,34,"654
"
1048,35,"654
"
1049,32,"654
"
1050,30,"654
"
1051,35,"654
"
1052,32,"654
"
1053,30,"654
"
1054,33,"654
"
1055,32,"654
"
1056,32,"654
"
1057,34,"654
"
1058,33,"654
"
1059,31,"654
"
1060,38,"654
"
1061,31,"654
"
1062,28,"654
"
1063,31,"654
"
1064,38,"654
"
1065,29,"654
"
1066,36,"654
"
1067,33,"654
"
1068,29,"654
"
1069,33,"654
"
1070,32,"654
"
1071,36,"654
"
1072,36,"654
"
1073,35,"654
"
1074,31,"654
"
1075,31,"654
"
1075,29,"655
"
1076,39,"655
"
1077,31,"655
"
1078,32,"655
"
1079,33,"655
"
1080,33,"655
"
1081,32,"655
"
1082,30,"655
"
1083,28,"655
"
1084,33,"655
"
1085,29,"655
"
1086,33,"655
"
1087,36,"655
"
1088,31,"655
"
1089,32,"655
"
1090,33,"655
"
1091,35,"655
"
1092,35,"655
"
1093,31,"655
"
1094,32,"655
"
1095,37,"655
"
1096,30,"655
"
1097,33,"655
"
1098,36,"655
"
1099,34,"655
"
1100,33,"655
"
1101,37,"655
"
1102,36,"655
"
1103,35,"655
"
1104,31,"655
"
1105,33,"656
"
1106,35,"656
"
1107,27,"656
"
1108,32,"656
"
1109,32,"656
"
1110,38,"656
"
1111,33,"656
"
1112,25,"656
"
1113,33,"656
"
1114,25,"656
"
1115,32,"656
"
1116,25,"656
"
1117,37,"656
"
1118,34,"656
"
1119,31,"656
"
1120,34,"656
"
1121,37,"656
"
1122,28,"656
"
1123,35,"656
"
1124,35,"656
"
1125,33,"656
"
1126,35,"656
"
1127,28,"656
"
1128,35,"656
"
1128,31,"656
"
1129,38,"656
"
1130,28,"656
"
1131,35,"656
"
1132,26,"656
"
1133,36,"656
"
1134,37,"656
"
1135,29,"657
"
1136,37,"657
"
1137,36,"657
"
1138,25,"657
"
1139,33,"657
"
1140,35,"657
"
1141,32,"657
"
1142,32,"657
"
1143,37,"657
"
1144,32,"657
"
1145,34,"657
"
1146,28,"657
"
1147,34,"657
"
1148,37,"657
"
1149,36,"657
"
1150,26,"657
"
1151,31,"657
"
1152,32,"657
"
1153,32,"657
"
1154,26,"657
"
1155,33,"657
"
1156,39,"657
"
1157,29,"657
"
1158,37,"657
"
1159,32,"657
"
1160,29,"657
"
1161,33,"657
"
1162,29,"657
"
1163,33,"657
"
1164,38,"657
"
1165,25,"657
"
1166,34,"658
"
1167,30,"658
"
1168,27,"658
"
1169,26,"658
"
1170,26,"658
"
1171,36,"658
"
1172,35,"658
"
1173,37,"658
"
1174,33,"658
"
1175,31,"658
"
1176,38,"658
"
1177,26,"658
"
1178,31,"658
"
1179,30,"658
"
1180,29,"658
"
1181,28,"658
"
1182,27,"658
"
1183,28,"658
"
1184,26,"658
"
1185,26,"658
"
1186,32,"658
"
1187,29,"658
"
1188,32,"658
"
1189,25,"658
"
1190,26,"658
"
1191,32,"658
"
1192,34,"658
"
1193,38,"658
"
1194,26,"658
"
1195,27,"658
"
1196,37,"658
"
1197,32,"658
"
1198,38,"659
"
1199,29,"659
"
1200,35,"659
"
1201,34,"659
"
1202,28,"659
"
1203,33,"659
"
1204,29,"659
"
1205,37,"659
"
1206,34,"659
"
1207,36,"659
"
1208,30,"659
"
1209,33,"659
"
1210,38,"659
"
1211,32,"659
"
1212,38,"659
"
1213,30,"659
"
1214,35,"659
"
1215,32,"659
"
1216,31,"659
"
1217,36,"659
"
1218,37,"659
"
1219,36,"659
"
1220,32,"659
"
1221,27,"659
"
1222,31,"659
"
1223,31,"659
"
1224,37,"659
"
1225,28,"659
"
1226,31,"659
"
1227,30,"659
"
1228,30,"659
"
1229,29,"660
"
1230,27,"660
"
1231,26,"660
"
1232,27,"660
"
1232,36,"660
"
1233,39,"660
"
1234,29,"660
"
1235,23,"660
"
1235,37,"660
"
1235,37,"660
"
1235,37,"660
"
1235,34,"660
"
1235,35,"660
"
1235,29,"660
"
1235,32,"660
"
1236,31,"660
"
1236,27,"660
"
1236,37,"660
"
1236,32,"660
"
1236,33,"660
"
1236,33,"660
"
1237,42,"660
"
1238,26,"660
"
1239,38,"660
"
1240,25,"660
"
1241,30,"660
"
1242,28,"660
"
1243,22,"660
"
1244,21,"660
"
1245,28,"660
"
1246,29,"660
"
1247,25,"660
"
1248,26,"660
"
1249,23,"661
"
1250,36,"661
"
1251,27,"661
"
1252,35,"661
"
1253,31,"661
"
1254,37,"661
"
1255,33,"661
"
1256,34,"661
"
1257,32,"661
"
1258,32,"661
"
1259,29,"661
"
1260,31,"661
"
1261,32,"661
"
1262,30,"661
"
1263,33,"661
"
1264,29,"661
"
1265,27,"661
"
1266,37,"661
"
1267,35,"661
"
1268,25,"661
"
1269,32,"661
"
1270,38,"661
"
1271,34,"661
"
1272,31,"661
"
1273,35,"661
"
1274,31,"661
"
1275,38,"661
"
1276,32,"661
"
1277,35,"661
"
1278,28,"661
"
1279,33,"661
"
1280,26,"662
"
1281,26,"662
"
1282,35,"662
"
1283,31,"662
"
1284,28,"662
"
1285,33,"662
"
1286,31,"662
"
1287,40,"662
"
1288,34,"662
"
1289,37,"662
"
1290,32,"662
"
1291,35,"662
"
1292,31,"662
"
1293,31,"662
"
1294,31,"662
"
1295,29,"662
"
1296,32,"662
"
1297,28,"662
"
1298,37,"662
"
1299,26,"662
"
1300,29,"662
"
1301,35,"662
"
1302,30,"662
"
1303,35,"662
"
1304,27,"662
"
1305,31,"662
"
1306,31,"662
"
1307,36,"662
"
1308,36,"662
"
1309,34,"662
"
1310,40,"662
"
1311,26,"663
"
1312,25,"663
"
1313,32,"663
"
1314,25,"663
"
1315,31,"663
"
1316,29,"663
"
1317,33,"663
"
1318,37,"663
"
1319,37,"663
"
1320,31,"663
"
1321,32,"663
"
1322,32,"663
"
1323,37,"663
"
1324,32,"663
"
1325,27,"663
"
1326,34,"663
"
1327,30,"663
"
1328,30,"663
"
1329,24,"663
"
1330,32,"663
"
1331,29,"663
"
1332,30,"663
"
1333,30,"663
"
1334,24,"663
"
1335,32,"663
"
1336,29,"663
"
1337,34,"663
"
1338,36,"663
"
1339,35,"663
"
1340,30,"663
"
1341,38,"663
"
1342,31,"663
"
1343,34,"664
"
1344,37,"664
"
1345,32,"664
"
1346,27,"664
"
1347,28,"664
"
1348,30,"664
"
1349,31,"664
"
1350,34,"664
"
1351,33,"664
"
1352,26,"664
"
1353,36,"664
"
1354,36,"664
"
1355,29,"664
"
1356,39,"664
"
1357,35,"664
"
1358,26,"664
"
1359,39,"664
"
1360,37,"664
"
1361,30,"664
"
1362,32,"664
"
1363,36,"664
"
1364,28,"664
"
1365,33,"664
"
1366,30,"664
"
1367,26,"664
"
1368,26,"664
"
1369,41,"664
"
1370,33,"664
"
1371,26,"664
"
1372,33,"664
"
1373,27,"664
"
1374,28,"664
"
1375,32,"665
"
1376,39,"665
"
1377,37,"665
"
1378,37,"665
"
1379,37,"665
"
1380,30,"665
"
1381,30,"665
"
1382,38,"665
"
1383,35,"665
"
1384,23,"665
"
1210,8494,"674
"
1197,670,"674
"
1198,75,"674
"
1199,23,"674
"
1200,22,"674
"
1201,23,"674
"
1202,20,"674
"
1203,21,"674
"
1204,24,"674
"
1205,24,"674
"
1206,23,"674
"
1207,22,"674
"
1208,22,"674
"
1209,22,"674
"
1210,22,"674
"
1211,22,"674
"
1212,22,"674
"
1213,835,"675
"
1214,34,"675
"
1215,31,"675
"
1216,26,"675
"
1217,31,"675
"
1218,28,"675
"
1219,35,"675
"
1220,28,"675
"
1221,26,"675
"
1222,33,"675
"
1223,34,"676
"
1224,27,"676
"
1225,37,"676
"
1226,34,"676
"
1227,37,"676
"
1228,32,"676
"
1229,26,"676
"
1230,35,"676
"
1231,29,"676
"
1232,32,"676
"
1233,32,"676
"
1234,25,"676
"
1235,22,"676
"
1236,35,"676
"
1237,36,"676
"
1238,38,"676
"
1239,32,"676
"
1240,35,"676
"
1241,33,"676
"
1242,39,"676
"
1243,33,"676
"
1244,38,"676
"
1245,35,"676
"
1246,32,"676
"
1247,33,"676
"
1248,33,"676
"
1249,33,"676
"
1250,41,"676
"
1251,31,"676
"
1252,31,"676
"
1253,31,"677
"
1254,38,"677
"
1255,35,"677
"
1256,36,"677
"
1257,27,"677
"
1258,38,"677
"
1259,36,"677
"
1260,37,"677
"
1261,28,"677
"
1262,34,"677
"
1263,37,"677
"
1264,33,"677
"
1265,31,"677
"
1266,35,"677
"
1267,29,"677
"
1268,30,"677
"
1269,35,"677
"
1270,37,"677
"
1271,33,"677
"
1272,36,"677
"
1273,26,"677
"
1274,32,"677
"
1275,28,"677
"
1276,37,"677
"
1277,33,"677
"
1278,34,"677
"
1279,32,"677
"
1280,28,"677
"
1281,35,"677
"
1282,31,"677
"
1283,31,"678
"
1284,34,"678
"
1285,36,"678
"
1286,34,"678
"
1287,36,"678
"
1288,39,"678
"
1289,32,"678
"
1290,25,"678
"
1291,33,"678
"
1292,26,"678
"
1293,31,"678
"
1294,32,"678
"
1295,24,"678
"
1296,33,"678
"
1297,30,"678
"
1298,26,"678
"
1299,27,"678
"
1300,33,"678
"
1301,37,"678
"
1302,29,"678
"
1303,33,"678
"
1304,34,"678
"
1305,32,"678
"
1306,30,"678
"
1307,34,"678
"
1308,37,"678
"
1309,36,"678
"
1310,33,"678
"
1311,35,"678
"
1312,27,"678
"
1313,39,"678
"
1314,34,"679
"
1315,29,"679
"
1316,39,"679
"
1317,26,"679
"
1317,475,"679
"
1318,28,"679
"
1319,34,"679
"
1320,39,"679
"
1321,34,"679
"
1319,161,"679
"
1318,45,"679
"
1318,37,"679
"
1317,43,"680
"
1317,35,"680
"
1314,128,"680
"
1314,44,"680
"
1314,39,"680
"
1314,30,"680
"
1314,28,"680
"
1311,128,"680
"
1311,42,"680
"
1311,25,"680
"
1311,39,"680
"
1311,30,"680
"
1308,123,"680
"
1308,42,"680
"
1308,34,"680
"
1308,26,"680
"
1309,126,"680
"
1310,25,"680
"
1311,23,"680
"
1312,23,"680
"
1313,23,"681
"
1314,21,"681
"
1315,21,"681
"
1316,21,"681
"
1317,26,"681
"
1318,23,"681
"
1319,22,"681
"
1320,23,"681
"
1321,24,"681
"
1322,20,"681
"
1323,21,"681
"
1324,25,"681
"
1325,23,"681
"
1326,24,"681
"
1327,22,"681
"
1328,23,"681
"
1329,21,"681
"
1330,22,"681
"
1331,23,"681
"
1332,24,"681
"
1333,23,"681
"
1334,23,"681
"
1335,23,"681
"
1336,21,"681
"
1337,24,"681
"
1338,25,"681
"
1339,24,"681
"
1340,23,"681
"
1341,22,"681
"
1342,22,"681
"
1343,21,"681
"
1344,24,"681
"
1345,24,"681
"
1346,23,"681
"
1347,23,"681
"
1348,24,"681
"
1349,20,"681
"
1350,21,"681
"
1351,24,"681
"
1352,24,"681
"
1353,23,"681
"
1354,23,"681
"
1355,23,"681
"
1356,21,"681
"
1357,22,"682
"
1358,26,"682
"
1359,23,"682
"
1360,23,"682
"
1361,23,"682
"
1362,35,"682
"
1363,34,"682
"
1364,29,"682
"
1365,37,"682
"
1366,27,"682
"
1367,24,"682
"
1368,31,"682
"
1369,27,"682
"
1370,39,"682
"
1371,30,"682
"
1372,31,"682
"
1373,36,"682
"
1374,33,"682
"
1375,26,"682
"
1376,25,"682
"
1377,30,"682
"
1378,27,"682
"
1379,37,"682
"
1380,24,"682
"
1381,33,"682
"
1382,36,"682
"
1383,27,"682
"
1384,31,"682
"
1385,31,"682
"
1386,35,"682
"
1387,28,"682
"
1388,29,"682
"
1389,25,"682
"
1390,22,"682
"
1391,34,"683
"
1392,26,"683
"
1393,38,"683
"
1394,34,"683
"
1395,28,"683
"
1396,34,"683
"
1397,26,"683
"
1398,31,"683
"
1399,26,"683
"
1400,37,"683
"
1401,34,"683
"
1402,37,"683
"
1403,26,"683
"
1404,29,"683
"
1405,35,"683
"
1406,28,"683
"
1407,40,"683
"
1408,26,"683
"
1409,35,"683
"
1410,35,"683
"
1411,35,"683
"
1412,28,"683
"
1413,30,"683
"
1414,32,"683
"
1415,39,"683
"
1416,27,"683
"
1417,34,"683
"
1418,30,"683
"
1418,37,"683
"
1419,32,"683
"
1420,23,"683
"
1421,28,"683
"
1422,25,"684
"
1422,31,"684
"
1422,41,"684
"
1421,44,"684
"
1420,45,"684
"
1420,45,"684
"
1420,37,"684
"
1420,41,"684
"
1420,34,"684
"
1420,32,"684
"
1419,37,"684
"
1419,44,"684
"
1418,40,"684
"
1418,47,"684
"
1418,33,"684
"
1418,34,"684
"
1417,32,"684
"
1417,44,"684
"
1417,30,"684
"
1417,37,"684
"
1417,40,"684
"
1417,33,"684
"
1417,37,"684
"
1417,31,"684
"
1416,37,"684
"
1416,44,"684
"
1415,42,"685
"
1415,42,"685
"
1415,39,"685
"
1415,33,"685
"
1415,39,"685
"
1416,33,"685
"
1417,32,"685
"
1418,37,"685
"
1419,35,"685
"
1420,36,"685
"
1421,33,"685
"
1422,38,"685
"
1423,31,"685
"
1424,32,"685
"
1425,30,"685
"
1426,26,"685
"
1427,34,"685
"
1428,26,"685
"
1429,39,"685
"
1430,37,"685
"
1431,25,"685
"
1432,33,"685
"
1433,30,"685
"
1434,34,"685
"
1435,32,"685
"
1436,39,"685
"
1437,33,"685
"
1438,35,"685
"
1439,39,"685
"
1440,33,"685
"
1441,38,"686
"
1442,31,"686
"
1443,32,"686
"
1444,39,"686
"
1445,37,"686
"
1446,30,"686
"
1447,34,"686
"
1448,37,"686
"
1449,29,"686
"
1450,32,"686
"
1451,32,"686
"
1452,34,"686
"
1453,35,"686
"
1454,37,"686
"
1455,34,"686
"
1456,34,"686
"
1457,35,"686
"
1458,25,"686
"
1459,30,"686
"
1460,28,"686
"
1461,38,"686
"
1462,36,"686
"
1463,34,"686
"
1464,31,"686
"
1465,27,"686
"
1466,29,"686
"
1467,30,"686
"
1468,33,"686
"
1469,33,"686
"
1470,33,"686
"
1471,35,"687
"
1472,30,"687
"
1473,30,"687
"
1474,32,"687
"
1475,27,"687
"
1476,37,"687
"
1477,37,"687
"
1478,37,"687
"
1479,29,"687
"
1480,33,"687
"
1481,28,"687
"
1482,33,"687
"
1483,33,"687
"
1484,26,"687
"
1485,35,"687
"
1486,31,"687
"
1487,35,"687
"
1488,36,"687
"
1489,31,"687
"
1490,30,"687
"
1491,28,"687
"
1492,37,"687
"
1493,35,"687
"
1494,37,"687
"
1495,29,"687
"
1496,24,"687
"
1497,38,"687
"
1498,38,"687
"
1499,28,"687
"
1500,31,"687
"
1501,24,"687
"
1502,35,"688
"
1503,24,"688
"
1504,41,"688
"
1505,35,"688
"
1506,29,"688
"
1507,30,"688
"
1508,27,"688
"
1509,36,"688
"
1510,29,"688
"
1511,40,"688
"
1512,27,"688
"
1513,27,"688
"
1514,30,"688
"
1515,33,"688
"
1516,30,"688
"
1517,27,"688
"
1518,34,"688
"
1519,29,"688
"
1520,30,"688
"
1521,30,"688
"
1522,36,"688
"
1523,30,"688
"
1524,36,"688
"
1525,37,"688
"
1526,25,"688
"
1527,33,"688
"
1528,28,"688
"
1529,27,"688
"
1530,39,"688
"
1531,31,"688
"
1532,29,"688
"
1533,37,"688
"
1534,38,"689
"
1535,28,"689
"
1536,37,"689
"
1537,36,"689
"
1538,32,"689
"
1539,31,"689
"
1540,37,"689
"
1541,33,"689
"
1542,39,"689
"
1542,35,"689
"
1543,41,"689
"
1544,32,"689
"
1545,37,"689
"
1545,30,"689
"
1545,41,"689
"
1545,43,"689
"
1544,39,"689
"
1544,44,"689
"
1543,38,"689
"
1543,48,"689
"
1542,41,"689
"
1542,37,"689
"
1542,38,"689
"
1541,40,"689
"
1541,46,"689
"
1541,45,"689
"
1540,41,"690
"
1540,41,"690
"
1539,35,"690
"
1540,46,"690
"
1541,38,"690
"
1542,27,"690
"
1543,40,"690
"
1544,30,"690
"
1545,32,"690
"
1546,40,"690
"
1546,34,"690
"
1545,45,"690
"
1545,48,"690
"
1544,30,"690
"
1544,49,"690
"
1544,43,"690
"
1545,41,"690
"
1546,34,"690
"
1546,28,"690
"
1545,36,"690
"
1545,40,"690
"
1545,30,"690
"
1545,41,"690
"
1545,44,"690
"
1546,31,"690
"
1547,38,"690
"
1548,31,"690
"
1548,27,"691
"
1547,41,"691
"
1547,40,"691
"
1547,42,"691
"
1546,41,"691
"
1546,40,"691
"
1545,42,"691
"
1545,49,"691
"
1544,39,"691
"
1544,41,"691
"
1543,32,"691
"
1543,46,"691
"
1543,41,"691
"
1542,40,"691
"
1542,45,"691
"
1542,36,"691
"
1541,43,"691
"
1540,48,"691
"
1540,46,"691
"
1540,41,"691
"
1540,30,"691
"
1539,45,"691
"
1539,46,"691
"
1538,40,"691
"
1537,43,"692
"
1537,43,"692
"
1537,41,"692
"
1537,35,"692
"
1537,38,"692
"
1536,41,"692
"
1536,41,"692
"
1536,40,"692
"
1535,41,"692
"
1534,45,"692
"
1534,48,"692
"
1534,30,"692
"
1533,43,"692
"
1533,47,"692
"
1532,35,"692
"
1532,45,"692
"
1532,29,"692
"
1531,38,"692
"
1531,40,"692
"
1530,45,"692
"
1529,46,"692
"
1529,37,"692
"
1528,43,"692
"
1528,45,"692
"
1528,40,"692
"
1527,39,"693
"
1527,42,"693
"
1527,40,"693
"
1526,41,"693
"
1525,47,"693
"
1525,44,"693
"
1524,30,"693
"
1524,48,"693
"
1523,36,"693
"
1523,43,"693
"
1522,30,"693
"
1522,42,"693
"
1522,43,"693
"
1521,37,"693
"
1521,48,"693
"
1520,31,"693
"
1520,46,"693
"
1520,32,"693
"
1520,34,"693
"
1519,34,"693
"
1519,34,"693
"
1519,34,"693
"
1519,36,"693
"
1519,43,"693
"
1518,40,"693
"
1518,45,"694
"
1517,39,"694
"
1517,39,"694
"
1517,41,"694
"
1516,34,"694
"
1516,41,"694
"
1515,42,"694
"
1514,46,"694
"
1514,47,"694
"
1513,42,"694
"
1512,48,"694
"
1512,48,"694
"
1511,39,"694
"
1511,32,"694
"
1510,38,"694
"
1510,43,"694
"
1509,36,"694
"
1509,39,"694
"
1508,44,"694
"
1508,43,"694
"
1508,31,"694
"
1508,36,"694
"
1507,38,"694
"
1507,40,"694
"
1506,42,"694
"
1506,37,"695
"
1506,35,"695
"
1505,40,"695
"
1505,45,"695
"
1504,43,"695
"
1504,38,"695
"
1504,37,"695
"
1503,42,"695
"
1503,45,"695
"
1502,42,"695
"
1502,38,"695
"
1502,35,"695
"
1502,37,"695
"
1502,30,"695
"
1502,30,"695
"
1501,40,"695
"
1501,31,"695
"
1501,47,"695
"
1501,42,"695
"
1500,37,"695
"
1500,47,"695
"
1500,35,"695
"
1499,39,"695
"
1499,43,"695
"
1499,41,"695
"
1498,37,"695
"
1498,40,"696
"
1498,39,"696
"
1498,37,"696
"
1498,31,"696
"
1497,46,"696
"
1496,44,"696
"
1496,46,"696
"
1496,39,"696
"
1495,33,"696
"
1495,45,"696
"
1495,39,"696
"
1495,39,"696
"
1494,35,"696
"
1494,45,"696
"
1494,38,"696
"
1494,40,"696
"
1493,31,"696
"
1493,37,"696
"
1493,34,"696
"
1493,30,"696
"
1493,35,"696
"
1493,34,"696
"
1493,35,"696
"
1492,42,"696
"
1492,43,"696
"
1492,28,"696
"
1492,41,"697
"
1491,39,"697
"
1491,47,"697
"
1490,39,"697
"
1490,45,"697
"
1490,37,"697
"
1489,38,"697
"
1489,46,"697
"
1489,39,"697
"
1488,40,"697
"
1488,45,"697
"
1488,35,"697
"
1487,45,"697
"
1487,46,"697
"
1486,44,"697
"
1486,40,"697
"
1486,32,"697
"
1486,45,"697
"
1485,42,"697
"
1485,41,"697
"
1484,39,"697
"
1484,39,"697
"
1484,40,"697
"
1483,40,"697
"
1483,43,"698
"
1482,41,"698
"
1482,40,"698
"
1481,44,"698
"
