x,y,z
790,34,"531
"
791,24,"531
"
792,28,"531
"
793,28,"531
"
794,31,"531
"
795,27,"531
"
796,39,"531
"
797,31,"532
"
798,36,"532
"
799,31,"532
"
800,34,"532
"
801,31,"532
"
802,33,"532
"
803,35,"532
"
804,24,"532
"
805,36,"532
"
806,31,"532
"
807,32,"532
"
808,33,"532
"
809,26,"532
"
810,29,"532
"
811,32,"532
"
812,38,"532
"
813,35,"532
"
814,39,"532
"
815,34,"532
"
816,35,"532
"
817,34,"532
"
818,29,"532
"
819,35,"532
"
820,33,"532
"
821,32,"532
"
822,33,"532
"
823,30,"532
"
824,29,"532
"
825,31,"532
"
826,25,"532
"
827,35,"532
"
828,25,"533
"
829,33,"533
"
830,30,"533
"
831,35,"533
"
832,27,"533
"
833,36,"533
"
834,24,"533
"
835,30,"533
"
836,37,"533
"
837,29,"533
"
838,29,"533
"
839,26,"533
"
840,34,"533
"
841,33,"533
"
842,35,"533
"
843,31,"533
"
844,36,"533
"
845,34,"533
"
846,33,"533
"
847,39,"533
"
848,37,"533
"
849,30,"533
"
850,33,"533
"
851,26,"533
"
852,38,"533
"
853,37,"533
"
854,32,"533
"
855,33,"533
"
856,37,"533
"
857,30,"533
"
858,33,"533
"
859,27,"534
"
860,28,"534
"
861,36,"534
"
862,30,"534
"
863,30,"534
"
864,31,"534
"
865,34,"534
"
866,32,"534
"
867,32,"534
"
868,35,"534
"
869,26,"534
"
870,32,"534
"
871,29,"534
"
872,34,"534
"
872,27,"534
"
873,38,"534
"
874,35,"534
"
875,25,"534
"
875,33,"534
"
876,35,"534
"
877,31,"534
"
878,33,"534
"
879,34,"534
"
880,32,"534
"
881,36,"534
"
882,31,"534
"
883,32,"534
"
884,36,"534
"
885,25,"534
"
886,31,"534
"
887,28,"534
"
888,32,"534
"
889,27,"535
"
890,28,"535
"
891,36,"535
"
892,33,"535
"
893,33,"535
"
894,27,"535
"
895,34,"535
"
896,31,"535
"
897,29,"535
"
898,32,"535
"
899,40,"535
"
900,35,"535
"
901,33,"535
"
902,36,"535
"
903,25,"535
"
904,25,"535
"
905,29,"535
"
906,34,"535
"
907,25,"535
"
908,24,"535
"
909,23,"535
"
909,36,"535
"
910,28,"535
"
910,37,"535
"
910,37,"535
"
910,30,"535
"
910,36,"535
"
911,34,"535
"
912,28,"535
"
913,38,"535
"
914,36,"535
"
915,24,"536
"
916,33,"536
"
917,32,"536
"
918,34,"536
"
919,36,"536
"
920,35,"536
"
921,26,"536
"
922,36,"536
"
923,36,"536
"
924,32,"536
"
925,36,"536
"
926,34,"536
"
927,29,"536
"
928,35,"536
"
929,25,"536
"
930,30,"536
"
931,30,"536
"
932,34,"536
"
933,35,"536
"
934,33,"536
"
935,37,"536
"
936,33,"536
"
937,35,"536
"
938,35,"536
"
939,37,"536
"
940,37,"536
"
941,25,"536
"
942,28,"536
"
943,31,"536
"
944,36,"536
"
945,22,"536
"
946,26,"537
"
947,32,"537
"
948,24,"537
"
949,21,"537
"
950,32,"537
"
951,29,"537
"
952,27,"537
"
953,32,"537
"
953,40,"537
"
953,40,"537
"
953,33,"537
"
953,41,"537
"
953,33,"537
"
953,29,"537
"
952,43,"537
"
952,39,"537
"
953,37,"537
"
954,36,"537
"
955,41,"537
"
956,25,"537
"
957,21,"537
"
958,35,"537
"
959,29,"537
"
960,23,"537
"
961,37,"537
"
962,34,"537
"
963,36,"537
"
964,31,"537
"
965,34,"537
"
966,27,"537
"
967,37,"537
"
968,35,"538
"
969,28,"538
"
970,37,"538
"
971,32,"538
"
972,30,"538
"
973,31,"538
"
974,33,"538
"
975,27,"538
"
976,23,"538
"
977,33,"538
"
978,27,"538
"
979,27,"538
"
980,38,"538
"
981,32,"538
"
975,1157,"539
"
976,47,"539
"
977,32,"539
"
978,29,"539
"
979,29,"539
"
980,36,"539
"
981,24,"539
"
982,32,"539
"
983,32,"539
"
972,467,"540
"
971,59,"540
"
971,27,"540
"
971,35,"540
"
971,24,"540
"
971,25,"540
"
972,27,"540
"
973,23,"540
"
974,21,"540
"
974,845,"541
"
974,27,"541
"
974,38,"541
"
974,32,"541
"
973,33,"541
"
974,39,"541
"
975,36,"541
"
976,26,"541
"
977,34,"541
"
978,29,"541
"
979,33,"541
"
980,36,"541
"
981,39,"541
"
982,30,"541
"
983,36,"541
"
984,29,"541
"
985,33,"541
"
981,407,"542
"
982,36,"542
"
982,29,"542
"
982,39,"542
"
982,28,"542
"
981,185,"542
"
982,32,"542
"
983,25,"542
"
982,36,"542
"
982,41,"542
"
982,33,"542
"
982,31,"542
"
981,172,"543
"
982,29,"543
"
983,38,"543
"
984,35,"543
"
985,34,"543
"
986,23,"543
"
987,22,"543
"
988,32,"543
"
989,27,"543
"
990,31,"543
"
991,33,"543
"
992,34,"543
"
993,26,"543
"
994,36,"543
"
995,32,"543
"
996,26,"543
"
997,23,"543
"
998,31,"543
"
999,33,"543
"
1000,40,"543
"
1001,35,"543
"
1002,30,"543
"
1003,32,"543
"
1004,30,"543
"
1005,39,"543
"
1006,32,"543
"
1007,36,"543
"
1008,34,"543
"
1009,24,"543
"
1010,22,"543
"
1011,40,"543
"
1012,25,"543
"
1013,36,"544
"
1014,32,"544
"
1015,28,"544
"
1016,32,"544
"
1017,28,"544
"
1018,30,"544
"
1019,27,"544
"
1020,22,"544
"
1021,36,"544
"
1022,29,"544
"
1023,31,"544
"
1024,27,"544
"
1025,37,"544
"
1025,29,"544
"
1025,42,"544
"
1025,31,"544
"
1026,31,"544
"
1027,27,"544
"
1028,31,"544
"
1029,30,"544
"
1030,35,"544
"
1031,34,"544
"
1032,27,"544
"
1033,34,"544
"
1034,28,"544
"
1035,36,"544
"
1034,28,"544
"
1034,45,"544
"
1035,30,"544
"
1036,24,"544
"
1037,32,"544
"
1038,34,"544
"
1039,30,"545
"
1040,23,"545
"
1041,35,"545
"
1042,31,"545
"
1043,31,"545
"
1043,38,"545
"
1043,33,"545
"
1043,37,"545
"
1044,38,"545
"
1045,28,"545
"
1046,30,"545
"
1047,28,"545
"
1048,34,"545
"
1049,25,"545
"
1050,37,"545
"
1051,33,"545
"
1052,39,"545
"
1053,36,"545
"
1054,34,"545
"
1055,28,"545
"
1055,37,"545
"
1054,39,"545
"
1055,41,"545
"
1056,24,"545
"
1057,38,"545
"
1058,35,"545
"
1059,32,"545
"
1060,32,"545
"
1061,30,"545
"
1062,39,"545
"
1063,33,"546
"
1063,29,"546
"
1063,38,"546
"
1063,33,"546
"
1063,39,"546
"
1064,36,"546
"
1065,26,"546
"
1066,401,"546
"
1067,25,"546
"
1068,30,"546
"
1069,35,"546
"
1068,35,"546
"
1068,35,"546
"
1066,117,"546
"
1067,34,"546
"
1068,21,"546
"
1069,38,"546
"
1069,24,"547
"
1069,32,"547
"
1067,132,"547
"
1068,33,"547
"
1069,21,"547
"
1070,33,"547
"
1070,35,"547
"
1070,33,"547
"
1069,36,"547
"
1069,36,"547
"
1070,26,"547
"
1071,21,"547
"
1072,28,"547
"
1073,23,"547
"
1074,34,"547
"
1075,29,"547
"
1075,23,"547
"
1075,35,"547
"
1075,41,"547
"
1075,37,"547
"
1075,36,"547
"
1075,30,"547
"
1075,39,"547
"
1074,39,"547
"
1074,35,"547
"
1074,26,"547
"
1074,35,"547
"
1074,35,"547
"
1073,41,"548
"
1073,40,"548
"
1073,29,"548
"
1073,40,"548
"
1073,41,"548
"
1073,40,"548
"
1072,35,"548
"
1072,40,"548
"
1073,30,"548
"
1032,1283,"549
"
1028,148,"549
"
1028,48,"549
"
1028,38,"549
"
1028,37,"549
"
1028,36,"549
"
1028,34,"549
"
1028,33,"549
"
1028,40,"549
"
1027,37,"550
"
1027,35,"550
"
1027,32,"550
"
1012,518,"550
"
1010,70,"550
"
1010,35,"550
"
1010,39,"550
"
1010,39,"550
"
1009,31,"550
"
1009,44,"550
"
1009,27,"550
"
1009,31,"550
"
1009,38,"550
"
1009,36,"551
"
1009,33,"551
"
1009,38,"551
"
1009,38,"551
"
1009,27,"551
"
1009,39,"551
"
1009,35,"551
"
1009,37,"551
"
1009,37,"551
"
1009,39,"551
"
1009,31,"551
"
1002,242,"551
"
1001,50,"551
"
1001,37,"551
"
1001,39,"551
"
1001,29,"551
"
1000,38,"551
"
1000,39,"551
"
1000,40,"551
"
999,41,"551
"
999,36,"551
"
999,39,"551
"
999,31,"552
"
999,25,"552
"
992,234,"552
"
992,45,"552
"
992,37,"552
"
992,31,"552
"
992,31,"552
"
992,28,"552
"
992,34,"552
"
992,29,"552
"
992,37,"552
"
992,32,"552
"
988,353,"552
"
989,35,"552
"
990,34,"553
"
991,30,"553
"
992,32,"553
"
993,34,"553
"
994,31,"553
"
995,28,"553
"
996,28,"553
"
997,33,"553
"
998,30,"553
"
999,33,"553
"
1000,35,"553
"
1001,33,"553
"
1002,31,"553
"
1003,26,"553
"
1004,28,"553
"
1005,34,"553
"
1006,37,"553
"
1007,32,"553
"
1008,25,"553
"
1009,25,"553
"
1010,29,"553
"
1011,335,"553
"
1012,30,"553
"
1013,33,"554
"
1014,31,"554
"
1015,33,"554
"
1016,389,"554
"
1017,29,"554
"
1018,37,"554
"
1019,38,"554
"
1020,33,"554
"
1021,30,"554
"
1022,37,"554
"
1023,33,"554
"
1024,182,"554
"
1025,26,"554
"
1026,35,"554
"
1027,35,"554
"
1028,33,"555
"
1029,129,"555
"
1030,31,"555
"
1031,26,"555
"
1032,34,"555
"
1033,38,"555
"
1034,30,"555
"
1035,131,"555
"
1036,25,"555
"
1037,33,"555
"
1038,36,"555
"
1039,38,"555
"
1040,31,"555
"
1041,33,"555
"
1042,38,"555
"
1043,38,"555
"
1044,29,"555
"
1045,33,"555
"
1046,36,"555
"
1047,34,"555
"
1048,32,"555
"
1049,31,"555
"
1050,36,"555
"
1051,33,"555
"
1052,35,"556
"
1053,32,"556
"
1054,37,"556
"
1055,32,"556
"
1056,29,"556
"
1057,37,"556
"
1058,33,"556
"
1059,39,"556
"
1060,26,"556
"
1061,36,"556
"
1062,38,"556
"
1063,28,"556
"
1064,166,"556
"
1065,32,"556
"
1066,34,"556
"
1067,31,"556
"
1068,36,"556
"
1069,24,"556
"
1070,35,"556
"
1071,29,"556
"
1072,149,"556
"
1073,27,"556
"
1074,32,"556
"
1075,30,"557
"
1076,33,"557
"
1077,31,"557
"
1078,126,"557
"
1079,27,"557
"
1080,29,"557
"
1081,29,"557
"
1082,35,"557
"
1083,25,"557
"
1084,28,"557
"
1085,41,"557
"
1086,28,"557
"
1087,36,"557
"
1088,27,"557
"
1089,30,"557
"
1090,26,"557
"
1091,34,"557
"
1092,38,"557
"
1093,26,"557
"
1094,32,"557
"
1095,36,"557
"
1096,37,"557
"
1097,33,"557
"
1098,38,"557
"
1099,36,"557
"
1100,30,"557
"
1101,34,"557
"
1102,37,"557
"
1103,30,"557
"
1104,32,"558
"
1105,39,"558
"
1106,32,"558
"
1107,37,"558
"
1108,31,"558
"
1109,34,"558
"
1110,34,"558
"
1111,37,"558
"
1112,32,"558
"
1113,29,"558
"
1114,32,"558
"
1115,39,"558
"
1116,37,"558
"
1117,36,"558
"
1118,33,"558
"
1119,34,"558
"
1120,39,"558
"
1121,30,"558
"
1122,34,"558
"
1123,36,"558
"
1124,29,"558
"
1125,33,"558
"
1126,39,"558
"
1127,32,"558
"
1128,38,"558
"
1129,36,"558
"
1130,29,"558
"
1131,35,"558
"
1132,35,"558
"
1133,33,"559
"
1134,38,"559
"
1135,31,"559
"
1136,30,"559
"
1137,40,"559
"
1138,29,"559
"
1139,28,"559
"
1140,36,"559
"
1141,38,"559
"
1142,34,"559
"
1143,35,"559
"
1144,37,"559
"
1145,31,"559
"
1146,31,"559
"
1147,38,"559
"
1148,29,"559
"
1149,39,"559
"
1150,34,"559
"
1151,33,"559
"
1152,37,"559
"
1153,39,"559
"
1154,30,"559
"
1155,35,"559
"
1156,36,"559
"
1157,31,"559
"
1158,35,"559
"
1159,30,"559
"
1160,33,"559
"
1161,40,"559
"
1162,28,"560
"
1163,36,"560
"
1164,34,"560
"
1165,37,"560
"
1166,30,"560
"
1167,37,"560
"
1168,37,"560
"
1169,30,"560
"
1170,34,"560
"
1171,37,"560
"
1172,32,"560
"
1173,37,"560
"
1174,39,"560
"
1175,28,"560
"
1176,35,"560
"
1177,34,"560
"
1178,31,"560
"
1179,39,"560
"
1180,33,"560
"
1181,34,"560
"
1182,38,"560
"
1183,30,"560
"
1184,31,"560
"
1185,349,"561
"
1186,30,"561
"
1187,31,"561
"
1188,36,"561
"
1189,37,"561
"
1190,30,"561
"
1191,31,"561
"
1192,34,"561
"
1193,36,"561
"
1194,34,"561
"
1195,36,"561
"
1196,34,"561
"
1197,34,"561
"
1198,33,"561
"
1199,36,"561
"
1200,31,"561
"
1201,30,"561
"
1202,38,"561
"
1203,35,"561
"
1204,36,"561
"
1205,31,"561
"
1206,36,"561
"
1207,34,"561
"
1208,26,"561
"
1209,34,"561
"
1210,31,"561
"
1211,35,"561
"
1212,35,"562
"
1213,27,"562
"
1214,32,"562
"
1215,30,"562
"
1216,36,"562
"
1217,33,"562
"
1218,27,"562
"
1219,33,"562
"
1220,35,"562
"
1221,24,"562
"
1222,38,"562
"
1223,26,"562
"
1224,37,"562
"
1225,34,"562
"
1226,33,"562
"
1227,30,"562
"
1228,32,"562
"
1229,34,"562
"
1230,28,"562
"
1231,34,"562
"
1232,33,"562
"
1233,30,"562
"
1234,31,"562
"
1235,38,"562
"
1236,38,"562
"
1237,27,"562
"
1238,38,"562
"
1239,26,"562
"
1240,33,"562
"
1241,30,"562
"
1242,36,"562
"
1243,36,"563
"
1244,34,"563
"
1245,31,"563
"
1246,33,"563
"
1247,38,"563
"
1248,39,"563
"
1249,31,"563
"
1250,36,"563
"
1251,29,"563
"
1252,32,"563
"
1253,38,"563
"
1254,35,"563
"
1255,30,"563
"
1256,38,"563
"
1257,35,"563
"
1258,35,"563
"
1259,38,"563
"
1260,31,"563
"
1261,36,"563
"
1262,36,"563
"
1263,37,"563
"
1264,29,"563
"
1265,33,"563
"
1266,27,"563
"
1267,35,"563
"
1268,36,"563
"
1269,38,"563
"
1270,33,"563
"
1271,40,"563
"
1272,35,"564
"
1273,27,"564
"
1274,36,"564
"
1275,38,"564
"
1276,30,"564
"
1277,34,"564
"
1278,34,"564
"
1279,34,"564
"
1280,39,"564
"
1281,30,"564
"
1282,31,"564
"
1283,32,"564
"
1284,34,"564
"
1285,33,"564
"
1286,39,"564
"
1287,33,"564
"
1288,32,"564
"
1289,28,"564
"
1290,32,"564
"
1291,36,"564
"
1292,36,"564
"
1293,32,"564
"
1294,35,"564
"
1295,35,"564
"
1296,35,"564
"
1297,33,"564
"
1298,32,"564
"
1299,40,"564
"
1300,37,"564
"
1301,39,"564
"
1302,31,"565
"
1303,33,"565
"
1304,35,"565
"
1305,33,"565
"
1306,32,"565
"
1307,38,"565
"
1308,30,"565
"
1309,33,"565
"
1310,39,"565
"
1311,27,"565
"
1312,37,"565
"
1313,34,"565
"
1314,32,"565
"
1315,37,"565
"
1316,37,"565
"
1317,35,"565
"
1318,33,"565
"
1319,37,"565
"
1320,35,"565
"
1321,33,"565
"
1322,38,"565
"
1323,33,"565
"
1324,34,"565
"
1325,39,"565
"
1326,37,"565
"
1327,27,"565
"
1328,33,"565
"
1329,31,"565
"
1330,33,"565
"
1331,39,"566
"
1332,28,"566
"
1333,34,"566
"
1334,40,"566
"
1335,32,"566
"
1336,30,"566
"
1337,35,"566
"
1338,35,"566
"
1339,33,"566
"
1340,38,"566
"
1341,38,"566
"
1342,32,"566
"
1343,31,"566
"
1344,37,"566
"
1345,34,"566
"
1346,30,"566
"
1347,32,"566
"
1348,34,"566
"
1349,41,"566
"
1350,39,"566
"
1351,29,"566
"
1352,37,"566
"
1353,38,"566
"
1354,27,"566
"
1355,32,"566
"
1356,29,"566
"
1357,28,"566
"
1358,32,"566
"
1359,29,"566
"
1360,28,"566
"
1361,29,"567
"
1362,33,"567
"
1363,29,"567
"
1364,27,"567
"
1365,38,"567
"
1366,25,"567
"
1367,39,"567
"
1368,32,"567
"
1369,35,"567
"
1370,36,"567
"
1371,35,"567
"
1372,32,"567
"
1373,34,"567
"
1374,43,"567
"
1375,31,"567
"
1376,33,"567
"
1377,33,"567
"
1378,36,"567
"
1379,36,"567
"
1380,34,"567
"
1381,35,"567
"
1382,34,"567
"
1383,35,"567
"
1384,34,"567
"
1385,33,"567
"
1386,39,"567
"
1387,37,"567
"
1388,31,"567
"
1389,28,"567
"
1390,30,"567
"
1391,36,"568
"
1392,32,"568
"
1393,36,"568
"
1394,37,"568
"
1395,30,"568
"
1396,35,"568
"
1397,31,"568
"
1398,36,"568
"
1399,37,"568
"
1400,38,"568
"
1401,37,"568
"
1402,36,"568
"
1403,33,"568
"
1404,33,"568
"
1405,33,"568
"
1406,36,"568
"
1407,32,"568
"
1408,34,"568
"
1409,33,"568
"
1410,37,"568
"
1411,33,"568
"
1412,33,"568
"
1413,41,"568
"
1414,29,"568
"
785,26186,"596
"
731,1778,"596
"
671,3323,"600
"
672,140,"600
"
673,37,"600
"
673,32,"600
"
674,36,"600
"
674,32,"600
"
674,39,"600
"
673,36,"600
"
673,36,"600
"
672,37,"600
"
672,31,"600
"
673,34,"600
"
674,28,"600
"
534,6396,"607
"
529,272,"607
"
529,43,"607
"
529,34,"607
"
530,24,"607
"
529,30,"607
"
529,30,"607
"
529,29,"607
"
529,28,"607
"
529,29,"607
"
529,26,"607
"
529,36,"607
"
529,23,"607
"
511,1188,"608
"
512,54,"608
"
513,25,"608
"
514,36,"608
"
515,29,"608
"
516,32,"608
"
517,24,"609
"
518,34,"609
"
519,29,"609
"
520,24,"609
"
521,29,"609
"
522,36,"609
"
523,27,"609
"
524,27,"609
"
525,30,"609
"
526,37,"609
"
527,33,"609
"
528,29,"609
"
529,31,"609
"
530,25,"609
"
531,32,"609
"
532,28,"609
"
533,34,"609
"
534,30,"609
"
535,28,"609
"
536,28,"609
"
536,23,"609
"
537,35,"609
"
538,25,"609
"
539,29,"609
"
540,29,"609
"
540,32,"609
"
540,29,"609
"
541,31,"609
"
541,30,"609
"
541,30,"609
"
541,37,"609
"
541,32,"609
"
541,33,"609
"
541,36,"610
"
541,34,"610
"
541,35,"610
"
541,35,"610
"
542,34,"610
"
543,30,"610
"
544,32,"610
"
545,35,"610
"
546,28,"610
"
547,27,"610
"
548,24,"610
"
549,31,"610
"
550,29,"610
"
551,27,"610
"
552,29,"610
"
553,35,"610
"
554,34,"610
"
555,27,"610
"
556,21,"610
"
557,34,"610
"
557,27,"610
"
558,33,"610
"
559,35,"610
"
559,29,"610
"
559,34,"610
"
559,37,"610
"
559,32,"610
"
559,33,"610
"
559,34,"610
"
559,38,"610
"
559,25,"610
"
559,31,"610
"
559,32,"611
"
560,29,"611
"
560,35,"611
"
560,32,"611
"
560,33,"611
"
560,34,"611
"
560,34,"611
"
560,28,"611
"
560,29,"611
"
560,39,"611
"
560,32,"611
"
560,33,"611
"
561,33,"611
"
562,32,"611
"
563,22,"611
"
564,34,"611
"
565,35,"611
"
566,25,"611
"
567,33,"611
"
567,32,"611
"
568,36,"611
"
568,35,"611
"
568,29,"611
"
568,34,"611
"
568,29,"611
"
568,33,"611
"
568,31,"611
"
569,32,"611
"
569,36,"611
"
569,29,"611
"
569,33,"611
"
569,31,"612
"
569,26,"612
"
569,32,"612
"
570,32,"612
"
571,28,"612
"
572,23,"612
"
573,25,"612
"
574,31,"612
"
575,24,"612
"
576,27,"612
"
577,24,"612
"
577,35,"612
"
577,37,"612
"
577,25,"612
"
577,32,"612
"
577,36,"612
"
577,31,"612
"
577,34,"612
"
577,35,"612
"
577,32,"612
"
577,32,"612
"
578,35,"612
"
579,27,"612
"
580,36,"612
"
581,25,"612
"
582,23,"612
"
583,31,"612
"
584,29,"612
"
585,34,"612
"
586,26,"612
"
587,33,"612
"
588,24,"612
"
588,35,"612
"
588,31,"612
"
588,32,"613
"
588,25,"613
"
588,27,"613
"
589,26,"613
"
588,33,"613
"
589,24,"613
"
589,28,"613
"
589,35,"613
"
589,25,"613
"
589,32,"613
"
589,36,"613
"
589,30,"613
"
589,38,"613
"
588,32,"613
"
588,37,"613
"
588,25,"613
"
589,30,"613
"
588,38,"613
"
588,37,"613
"
588,30,"613
"
588,33,"613
"
589,36,"613
"
590,27,"613
"
591,32,"613
"
592,37,"613
"
593,24,"613
"
594,27,"613
"
595,33,"613
"
596,31,"613
"
597,31,"613
"
597,34,"613
"
597,37,"613
"
597,29,"614
"
597,38,"614
"
597,27,"614
"
598,36,"614
"
599,31,"614
"
600,36,"614
"
601,24,"614
"
602,27,"614
"
470,5283,"619
"
465,237,"619
"
465,39,"619
"
465,37,"619
"
464,37,"619
"
464,36,"619
"
464,28,"619
"
465,26,"619
"
465,26,"619
"
465,29,"620
"
465,31,"620
"
465,40,"620
"
465,30,"620
"
465,31,"620
"
465,37,"620
"
465,32,"620
"
465,32,"620
"
465,36,"620
"
465,36,"620
"
465,31,"620
"
465,34,"620
"
466,30,"620
"
466,28,"620
"
465,40,"620
"
466,31,"620
"
466,31,"620
"
466,30,"620
"
466,29,"620
"
466,37,"620
"
466,30,"620
"
466,31,"620
"
466,36,"620
"
466,24,"620
"
383,3123,"623
"
380,134,"624
"
380,40,"624
"
380,31,"624
"
380,27,"624
"
380,24,"624
"
380,33,"624
"
380,31,"624
"
380,33,"624
"
380,39,"624
"
381,26,"624
"
381,30,"624
"
380,36,"624
"
381,30,"624
"
381,31,"624
"
381,27,"624
"
381,23,"624
"
381,37,"624
"
381,32,"624
"
381,25,"624
"
381,26,"624
"
382,30,"624
"
382,26,"624
"
382,29,"624
"
382,33,"624
"
382,34,"624
"
382,33,"624
"
382,33,"624
"
382,34,"624
"
382,36,"624
"
382,25,"624
"
383,27,"624
"
383,27,"624
"
383,30,"625
"
383,34,"625
"
383,28,"625
"
383,36,"625
"
383,30,"625
"
275,4198,"629
"
276,141,"629
"
277,30,"629
"
278,30,"629
"
279,32,"629
"
280,26,"629
"
281,35,"629
"
282,27,"629
"
283,27,"629
"
284,27,"629
"
285,30,"629
"
286,31,"629
"
287,30,"629
"
288,31,"629
"
289,30,"629
"
290,25,"629
"
291,32,"629
"
292,30,"629
"
293,32,"629
"
294,23,"629
"
295,34,"630
"
296,25,"630
"
297,26,"630
"
298,266,"630
"
299,30,"630
"
300,35,"630
"
301,28,"630
"
302,31,"630
"
303,26,"630
"
304,25,"630
"
305,30,"630
"
306,121,"630
"
307,24,"630
"
308,33,"630
"
309,29,"630
"
310,30,"630
"
311,29,"630
"
312,24,"630
"
313,150,"630
"
314,25,"631
"
315,33,"631
"
316,28,"631
"
317,27,"631
"
318,33,"631
"
319,21,"631
"
320,32,"631
"
321,26,"631
"
322,31,"631
"
323,30,"631
"
324,32,"631
"
325,24,"631
"
326,29,"631
"
327,25,"631
"
328,24,"631
"
329,33,"631
"
330,31,"631
"
331,32,"631
"
332,34,"631
"
333,31,"631
"
334,32,"631
"
335,24,"631
"
336,23,"631
"
337,27,"631
"
338,34,"631
"
339,34,"631
"
340,34,"631
"
341,28,"631
"
342,34,"631
"
343,29,"631
"
344,35,"631
"
345,23,"631
"
346,21,"631
"
347,24,"631
"
348,19,"631
"
349,34,"632
"
350,37,"632
"
351,30,"632
"
352,34,"632
"
353,39,"632
"
354,27,"632
"
355,31,"632
"
356,37,"632
"
357,30,"632
"
358,30,"632
"
359,27,"632
"
360,23,"632
"
361,32,"632
"
362,30,"632
"
363,28,"632
"
364,25,"632
"
365,34,"632
"
366,24,"632
"
367,25,"632
"
368,31,"632
"
369,28,"632
"
370,24,"632
"
371,27,"632
"
372,27,"632
"
373,26,"632
"
374,25,"632
"
375,25,"632
"
376,25,"632
"
377,33,"632
"
378,26,"632
"
379,32,"632
"
380,30,"632
"
381,29,"632
"
382,35,"632
"
383,27,"633
"
384,30,"633
"
385,30,"633
"
386,28,"633
"
387,22,"633
"
388,27,"633
"
389,28,"633
"
390,24,"633
"
391,31,"633
"
392,26,"633
"
393,24,"633
"
394,27,"633
"
395,27,"633
"
396,25,"633
"
397,28,"633
"
398,27,"633
"
399,31,"633
"
400,32,"633
"
401,29,"633
"
402,27,"633
"
403,24,"633
"
404,29,"633
"
405,24,"633
"
406,29,"633
"
407,28,"633
"
408,30,"633
"
409,32,"633
"
410,29,"633
"
411,34,"633
"
412,32,"633
"
413,31,"633
"
414,34,"633
"
415,25,"633
"
416,31,"633
"
417,26,"633
"
418,29,"634
"
419,31,"634
"
420,25,"634
"
421,35,"634
"
422,25,"634
"
423,27,"634
"
424,26,"634
"
425,25,"634
"
426,28,"634
"
427,26,"634
"
428,25,"634
"
429,26,"634
"
430,27,"634
"
431,28,"634
"
432,33,"634
"
433,23,"634
"
434,32,"634
"
435,24,"634
"
436,26,"634
"
437,23,"634
"
438,30,"634
"
439,21,"634
"
440,25,"634
"
441,25,"634
"
442,28,"634
"
443,30,"634
"
444,30,"634
"
445,25,"634
"
446,31,"634
"
447,24,"634
"
448,32,"634
"
449,29,"634
"
450,26,"634
"
451,31,"634
"
452,25,"634
"
453,24,"634
"
454,30,"634
"
455,27,"635
"
456,28,"635
"
457,30,"635
"
458,24,"635
"
459,32,"635
"
460,30,"635
"
461,33,"635
"
462,25,"635
"
463,28,"635
"
464,28,"635
"
465,30,"635
"
466,29,"635
"
467,30,"635
"
468,29,"635
"
469,35,"635
"
470,29,"635
"
471,32,"635
"
472,27,"635
"
473,32,"635
"
474,29,"635
"
475,31,"635
"
476,37,"635
"
477,31,"635
"
478,31,"635
"
479,28,"635
"
480,35,"635
"
481,33,"635
"
482,29,"635
"
483,29,"635
"
484,26,"635
"
485,28,"635
"
486,33,"635
"
487,27,"635
"
488,32,"636
"
489,30,"636
"
490,34,"636
"
491,33,"636
"
492,27,"636
"
493,27,"636
"
494,29,"636
"
495,25,"636
"
496,30,"636
"
497,32,"636
"
498,32,"636
"
499,24,"636
"
500,38,"636
"
501,33,"636
"
502,29,"636
"
503,32,"636
"
504,32,"636
"
505,21,"636
"
506,37,"636
"
507,34,"636
"
508,37,"636
"
509,24,"636
"
510,24,"636
"
511,31,"636
"
512,33,"636
"
513,37,"636
"
514,26,"636
"
515,29,"636
"
516,35,"636
"
517,27,"636
"
518,35,"636
"
519,27,"636
"
520,34,"636
"
521,34,"637
"
522,26,"637
"
523,26,"637
"
524,30,"637
"
525,31,"637
"
526,32,"637
"
527,28,"637
"
528,35,"637
"
529,23,"637
"
530,31,"637
"
531,27,"637
"
532,32,"637
"
533,37,"637
"
534,31,"637
"
535,29,"637
"
536,30,"637
"
537,29,"637
"
538,28,"637
"
539,30,"637
"
540,31,"637
"
541,36,"637
"
542,36,"637
"
543,32,"637
"
544,27,"637
"
545,30,"637
"
546,23,"637
"
547,33,"637
"
548,25,"637
"
549,33,"637
"
550,28,"637
"
551,29,"637
"
552,25,"637
"
553,26,"637
"
554,31,"638
"
555,28,"638
"
556,27,"638
"
557,24,"638
"
558,28,"638
"
559,25,"638
"
560,33,"638
"
561,24,"638
"
562,34,"638
"
563,36,"638
"
564,26,"638
"
565,31,"638
"
566,25,"638
"
567,35,"638
"
568,35,"638
"
569,33,"638
"
570,33,"638
"
571,37,"638
"
572,32,"638
"
573,31,"638
"
574,32,"638
"
575,36,"638
"
576,33,"638
"
577,29,"638
"
578,36,"638
"
579,23,"638
"
580,29,"638
"
581,30,"638
"
582,31,"638
"
583,30,"638
"
584,31,"638
"
585,35,"638
"
586,35,"638
"
587,35,"639
"
588,32,"639
"
589,35,"639
"
590,33,"639
"
591,35,"639
"
592,36,"639
"
593,38,"639
"
594,29,"639
"
595,32,"639
"
596,37,"639
"
597,29,"639
"
598,27,"639
"
599,35,"639
"
600,33,"639
"
601,30,"639
"
